source_file,source_url,source_pillar,anchor,relation,target_url,score,target_kd,target_volume
2026-03-17_2--line-of-credit-interest-rate.md,/resources/tools/line-of-credit-interest-rate,Working Capital & Overdrafts,line of credit interest rates,same-pillar,/resources/tools/line-of-credit-interest-rates,5.087,15.0,320.0
2026-03-17_2--line-of-credit-interest-rate.md,/resources/tools/line-of-credit-interest-rate,Working Capital & Overdrafts,viridian line of credit,same-pillar,/resources/guides/viridian-line-of-credit,4.742,12.0,210.0
2026-03-17_2--line-of-credit-interest-rate.md,/resources/tools/line-of-credit-interest-rate,Working Capital & Overdrafts,business line of credit interest rate,cross-pillar,/resources/tools/business-line-of-credit-interest-rate,1.494,20.0,90.0
2026-03-18_1--finance-calculator-with-balloon.md,/resources/tools/finance-calculator-with-balloon,Asset & Equipment Finance,Asset & Equipment Finance guide,pillar,/pillars/asset-equipment-finance,999.0,,
2026-03-18_1--finance-calculator-with-balloon.md,/resources/tools/finance-calculator-with-balloon,Asset & Equipment Finance,equipment finance calculator with balloon,same-pillar,/resources/tools/equipment-finance-calculator-with-balloon,6.383,15.0,70.0
2026-03-18_1--finance-calculator-with-balloon.md,/resources/tools/finance-calculator-with-balloon,Asset & Equipment Finance,loan with balloon calculator,same-pillar,/resources/tools/loan-with-balloon-calculator,6.022,17.0,110.0
2026-03-18_1--finance-calculator-with-balloon.md,/resources/tools/finance-calculator-with-balloon,Asset & Equipment Finance,farm finance calculator,same-pillar,/resources/tools/farm-finance-calculator,5.835,2.0,110.0
2026-03-18_1--finance-calculator-with-balloon.md,/resources/tools/finance-calculator-with-balloon,Asset & Equipment Finance,commercial finance calculator,cross-pillar,/resources/tools/commercial-finance-calculator,2.482,17.0,70.0
2026-03-18_2--how-to-get-business-funding-with-bad-credit.md,/resources/guides/how-to-get-business-funding-with-bad-credit,Business Loans (Secured),Business Loans (Secured) guide,pillar,/pillars/business-loans-secured,999.0,,
2026-03-18_2--how-to-get-business-funding-with-bad-credit.md,/resources/guides/how-to-get-business-funding-with-bad-credit,Business Loans (Secured),business loans for bad credit,same-pillar,/resources/guides/business-loans-for-bad-credit,4.527,9.0,140.0
2026-03-18_2--how-to-get-business-funding-with-bad-credit.md,/resources/guides/how-to-get-business-funding-with-bad-credit,Business Loans (Secured),startup business funding bad credit,same-pillar,/resources/guides/startup-business-funding-bad-credit,4.427,17.0,40.0
2026-03-18_2--how-to-get-business-funding-with-bad-credit.md,/resources/guides/how-to-get-business-funding-with-bad-credit,Business Loans (Secured),how do you get a business loan with bad credit,same-pillar,/resources/guides/how-do-you-get-a-business-loan-with-bad-credit,4.388,13.0,50.0
2026-03-18_2--how-to-get-business-funding-with-bad-credit.md,/resources/guides/how-to-get-business-funding-with-bad-credit,Business Loans (Secured),how to get funds for business,cross-pillar,/resources/guides/how-to-get-funds-for-business,1.313,12.0,40.0
2026-03-19_1--female-business-loans.md,/resources/guides/female-business-loans,Business Loans (Secured),Business Loans (Secured) guide,pillar,/pillars/business-loans-secured,999.0,,
2026-03-19_1--female-business-loans.md,/resources/guides/female-business-loans,Business Loans (Secured),business secured loans,same-pillar,/resources/guides/business-secured-loans,4.777,17.0,90.0
2026-03-19_1--female-business-loans.md,/resources/guides/female-business-loans,Business Loans (Secured),brisbane business loans,same-pillar,/resources/guides/brisbane-business-loans,4.515,6.0,90.0
2026-03-19_1--female-business-loans.md,/resources/guides/female-business-loans,Business Loans (Secured),construction business loans,same-pillar,/resources/guides/construction-business-loans,4.475,6.0,50.0
2026-03-19_1--female-business-loans.md,/resources/guides/female-business-loans,Business Loans (Secured),property development loans,cross-pillar,/resources/guides/property-development-loans,1.339,7.0,260.0
2026-03-19_2--business-fuel-finance.md,/resources/guides/business-fuel-finance,Business Loans (Secured),Business Loans (Secured) guide,pillar,/pillars/business-loans-secured,999.0,,
2026-03-19_2--business-fuel-finance.md,/resources/guides/business-fuel-finance,Business Loans (Secured),secured business finance,same-pillar,/resources/guides/secured-business-finance,4.923,15.0,110.0
2026-03-19_2--business-fuel-finance.md,/resources/guides/business-fuel-finance,Business Loans (Secured),private finance for business,same-pillar,/resources/guides/private-finance-for-business,4.663,12.0,170.0
2026-03-19_2--business-fuel-finance.md,/resources/guides/business-fuel-finance,Business Loans (Secured),business secured loans,same-pillar,/resources/guides/business-secured-loans,4.377,17.0,90.0
2026-03-19_2--business-fuel-finance.md,/resources/guides/business-fuel-finance,Business Loans (Secured),property development loans,cross-pillar,/resources/guides/property-development-loans,1.673,7.0,260.0
2026-03-20_1--resimac-asset-finance-pty-limited.md,/resources/guides/resimac-asset-finance-pty-limited,Asset & Equipment Finance,Asset & Equipment Finance guide,pillar,/pillars/asset-equipment-finance,999.0,,
2026-03-20_1--resimac-asset-finance-pty-limited.md,/resources/guides/resimac-asset-finance-pty-limited,Asset & Equipment Finance,pepper asset finance pty limited,same-pillar,/resources/guides/pepper-asset-finance-pty-limited,5.733,12.0,50.0
2026-03-20_1--resimac-asset-finance-pty-limited.md,/resources/guides/resimac-asset-finance-pty-limited,Asset & Equipment Finance,farm equipment finance,same-pillar,/resources/guides/farm-equipment-finance,5.352,6.0,260.0
2026-03-20_1--resimac-asset-finance-pty-limited.md,/resources/guides/resimac-asset-finance-pty-limited,Asset & Equipment Finance,ag equipment finance,same-pillar,/resources/guides/ag-equipment-finance,5.314,5.0,210.0
2026-03-20_1--resimac-asset-finance-pty-limited.md,/resources/guides/resimac-asset-finance-pty-limited,Asset & Equipment Finance,taxation payment plan,cross-pillar,/resources/guides/taxation-payment-plan,2.183,11.0,320.0
2026-03-20_2--australia-small-business-ideas.md,/resources/guides/australia-small-business-ideas,Private Lending (Commercial),Private Lending (Commercial) guide,pillar,/pillars/private-lending-commercial,999.0,,
2026-03-20_2--australia-small-business-ideas.md,/resources/guides/australia-small-business-ideas,Private Lending (Commercial),business ideas in australia,same-pillar,/resources/guides/business-ideas-in-australia,6.077,15.0,140.0
2026-03-20_2--australia-small-business-ideas.md,/resources/guides/australia-small-business-ideas,Private Lending (Commercial),australia business ideas,same-pillar,/resources/guides/australia-business-ideas,5.978,15.0,40.0
2026-03-20_2--australia-small-business-ideas.md,/resources/guides/australia-small-business-ideas,Private Lending (Commercial),business ideas for australia,same-pillar,/resources/guides/business-ideas-for-australia,5.94,18.0,40.0
2026-03-20_2--australia-small-business-ideas.md,/resources/guides/australia-small-business-ideas,Private Lending (Commercial),abn loans australia,cross-pillar,/resources/guides/abn-loans-australia,2.263,10.0,70.0
2026-03-21_1--alternative-business-lenders.md,/resources/guides/alternative-business-lenders,Commercial Finance (General),Commercial Finance (General) guide,pillar,/pillars/commercial-finance-general,999.0,,
2026-03-21_1--alternative-business-lenders.md,/resources/guides/alternative-business-lenders,Commercial Finance (General),commercial construction lenders,same-pillar,/resources/guides/commercial-construction-lenders,5.267,3.0,90.0
2026-03-21_1--alternative-business-lenders.md,/resources/guides/alternative-business-lenders,Commercial Finance (General),commercial lenders for brokers,same-pillar,/resources/guides/commercial-lenders-for-brokers,5.042,17.0,40.0
2026-03-21_1--alternative-business-lenders.md,/resources/guides/alternative-business-lenders,Commercial Finance (General),business finance brokers melbourne,same-pillar,/resources/guides/business-finance-brokers-melbourne,4.803,19.0,40.0
2026-03-21_1--alternative-business-lenders.md,/resources/guides/alternative-business-lenders,Commercial Finance (General),business growth finance,cross-pillar,/resources/guides/business-growth-finance,3.117,15.0,90.0
2026-03-21_2--mortgage-line-of-credit.md,/resources/guides/mortgage-line-of-credit,Working Capital & Overdrafts,Working Capital & Overdrafts guide,pillar,/pillars/working-capital-overdrafts,999.0,,
2026-03-21_2--mortgage-line-of-credit.md,/resources/guides/mortgage-line-of-credit,Working Capital & Overdrafts,viridian line of credit,same-pillar,/resources/guides/viridian-line-of-credit,4.96,12.0,210.0
2026-03-21_2--mortgage-line-of-credit.md,/resources/guides/mortgage-line-of-credit,Working Capital & Overdrafts,line of credit lenders,same-pillar,/resources/guides/line-of-credit-lenders,4.853,11.0,90.0
2026-03-21_2--mortgage-line-of-credit.md,/resources/guides/mortgage-line-of-credit,Working Capital & Overdrafts,online line of credit,same-pillar,/resources/guides/online-line-of-credit,4.848,13.0,110.0
2026-03-21_2--mortgage-line-of-credit.md,/resources/guides/mortgage-line-of-credit,Working Capital & Overdrafts,line of credit business loans,cross-pillar,/resources/guides/line-of-credit-business-loans,1.157,13.0,70.0
2026-03-22_1--business-line-of-credit-bad-credit.md,/resources/guides/business-line-of-credit-bad-credit,Business Loans (Secured),Business Loans (Secured) guide,pillar,/pillars/business-loans-secured,999.0,,
2026-03-22_1--business-line-of-credit-bad-credit.md,/resources/guides/business-line-of-credit-bad-credit,Business Loans (Secured),business loans for bad credit,same-pillar,/resources/guides/business-loans-for-bad-credit,5.099,9.0,140.0
2026-03-22_1--business-line-of-credit-bad-credit.md,/resources/guides/business-line-of-credit-bad-credit,Business Loans (Secured),line of credit business loans,same-pillar,/resources/guides/line-of-credit-business-loans,4.979,13.0,70.0
2026-03-22_1--business-line-of-credit-bad-credit.md,/resources/guides/business-line-of-credit-bad-credit,Business Loans (Secured),line of credit for a business,same-pillar,/resources/guides/line-of-credit-for-a-business,4.899,17.0,40.0
2026-03-22_1--business-line-of-credit-bad-credit.md,/resources/guides/business-line-of-credit-bad-credit,Business Loans (Secured),line of credit loans australia,cross-pillar,/resources/guides/line-of-credit-loans-australia,1.348,10.0,50.0
2026-03-22_2--deposit-required-for-business-loan.md,/resources/guides/deposit-required-for-business-loan,Business Loans (Secured),Business Loans (Secured) guide,pillar,/pillars/business-loans-secured,999.0,,
2026-03-22_2--deposit-required-for-business-loan.md,/resources/guides/deposit-required-for-business-loan,Business Loans (Secured),documents required for business loan,same-pillar,/resources/guides/documents-required-for-business-loan,4.577,17.0,40.0
2026-03-22_2--deposit-required-for-business-loan.md,/resources/guides/deposit-required-for-business-loan,Business Loans (Secured),what is required for a business loan,same-pillar,/resources/guides/what-is-required-for-a-business-loan,4.577,17.0,40.0
2026-03-22_2--deposit-required-for-business-loan.md,/resources/guides/deposit-required-for-business-loan,Business Loans (Secured),better business loan,same-pillar,/resources/guides/better-business-loan,4.485,8.0,210.0
2026-03-22_2--deposit-required-for-business-loan.md,/resources/guides/deposit-required-for-business-loan,Business Loans (Secured),urgent caveat loan,cross-pillar,/resources/guides/urgent-caveat-loan,1.376,1.0,70.0
2026-03-23_1--line-of-credit-interest-rates.md,/resources/tools/line-of-credit-interest-rates,Working Capital & Overdrafts,Working Capital & Overdrafts guide,pillar,/pillars/working-capital-overdrafts,999.0,,
2026-03-23_1--line-of-credit-interest-rates.md,/resources/tools/line-of-credit-interest-rates,Working Capital & Overdrafts,interest rate line of credit,same-pillar,/resources/tools/interest-rate-line-of-credit,4.882,9.0,40.0
2026-03-23_1--line-of-credit-interest-rates.md,/resources/tools/line-of-credit-interest-rates,Working Capital & Overdrafts,line of credit interest rate,same-pillar,/resources/tools/line-of-credit-interest-rate,4.83,14.0,50.0
2026-03-23_1--line-of-credit-interest-rates.md,/resources/tools/line-of-credit-interest-rates,Working Capital & Overdrafts,viridian line of credit,same-pillar,/resources/guides/viridian-line-of-credit,4.742,12.0,210.0
2026-03-23_1--line-of-credit-interest-rates.md,/resources/tools/line-of-credit-interest-rates,Working Capital & Overdrafts,business line of credit interest rate,cross-pillar,/resources/tools/business-line-of-credit-interest-rate,1.197,20.0,90.0
2026-03-23_2--payment-plan-to-pay-taxes.md,/resources/guides/payment-plan-to-pay-taxes,Commercial Finance (General),Commercial Finance (General) guide,pillar,/pillars/commercial-finance-general,999.0,,
2026-03-23_2--payment-plan-to-pay-taxes.md,/resources/guides/payment-plan-to-pay-taxes,Commercial Finance (General),payment plan for taxes,same-pillar,/resources/guides/payment-plan-for-taxes,5.946,14.0,50.0
2026-03-23_2--payment-plan-to-pay-taxes.md,/resources/guides/payment-plan-to-pay-taxes,Commercial Finance (General),taxation payment plan,same-pillar,/resources/guides/taxation-payment-plan,5.558,11.0,320.0
2026-03-23_2--payment-plan-to-pay-taxes.md,/resources/guides/payment-plan-to-pay-taxes,Commercial Finance (General),payment plan tax,same-pillar,/resources/guides/payment-plan-tax,5.29,10.0,40.0
2026-03-23_2--payment-plan-to-pay-taxes.md,/resources/guides/payment-plan-to-pay-taxes,Commercial Finance (General),business growth finance,cross-pillar,/resources/guides/business-growth-finance,2.402,15.0,90.0
2026-03-24_1--small-business-grants-20000-wa.md,/resources/guides/small-business-grants-20000-wa,Private Lending (Commercial),Private Lending (Commercial) guide,pillar,/pillars/private-lending-commercial,999.0,,
2026-03-24_1--small-business-grants-20000-wa.md,/resources/guides/small-business-grants-20000-wa,Private Lending (Commercial),free small business grants $20000 wa,same-pillar,/resources/guides/free-small-business-grants-20000-wa,6.088,13.0,50.0
2026-03-24_1--small-business-grants-20000-wa.md,/resources/guides/small-business-grants-20000-wa,Private Lending (Commercial),wa small business grants,same-pillar,/resources/guides/wa-small-business-grants,5.994,17.0,40.0
2026-03-24_1--small-business-grants-20000-wa.md,/resources/guides/small-business-grants-20000-wa,Private Lending (Commercial),business grants wa,same-pillar,/resources/guides/business-grants-wa,5.711,17.0,90.0
2026-03-24_1--small-business-grants-20000-wa.md,/resources/guides/small-business-grants-20000-wa,Private Lending (Commercial),brisbane business loans,cross-pillar,/resources/guides/brisbane-business-loans,2.015,6.0,90.0
2026-03-24_2--business-loans-for-sole-traders.md,/resources/guides/business-loans-for-sole-traders,Business Loans (Secured),Business Loans (Secured) guide,pillar,/pillars/business-loans-secured,999.0,,
2026-03-24_2--business-loans-for-sole-traders.md,/resources/guides/business-loans-for-sole-traders,Business Loans (Secured),business loans sole trader,same-pillar,/resources/guides/business-loans-sole-trader,4.53,13.0,50.0
2026-03-24_2--business-loans-for-sole-traders.md,/resources/guides/business-loans-for-sole-traders,Business Loans (Secured),sole trader business loans,same-pillar,/resources/guides/sole-trader-business-loans,4.505,15.0,50.0
2026-03-24_2--business-loans-for-sole-traders.md,/resources/guides/business-loans-for-sole-traders,Business Loans (Secured),sole trader business loan,same-pillar,/resources/guides/sole-trader-business-loan,4.423,13.0,210.0
2026-03-24_2--business-loans-for-sole-traders.md,/resources/guides/business-loans-for-sole-traders,Business Loans (Secured),property development loans,cross-pillar,/resources/guides/property-development-loans,1.273,7.0,260.0
2026-03-25_1--business-ideas-in-australia.md,/resources/guides/business-ideas-in-australia,Private Lending (Commercial),Private Lending (Commercial) guide,pillar,/pillars/private-lending-commercial,999.0,,
2026-03-25_1--business-ideas-in-australia.md,/resources/guides/business-ideas-in-australia,Private Lending (Commercial),australia business ideas,same-pillar,/resources/guides/australia-business-ideas,6.353,15.0,40.0
2026-03-25_1--business-ideas-in-australia.md,/resources/guides/business-ideas-in-australia,Private Lending (Commercial),business ideas for australia,same-pillar,/resources/guides/business-ideas-for-australia,6.315,18.0,40.0
2026-03-25_1--business-ideas-in-australia.md,/resources/guides/business-ideas-in-australia,Private Lending (Commercial),australia small business ideas,same-pillar,/resources/guides/australia-small-business-ideas,5.99,14.0,40.0
2026-03-25_1--business-ideas-in-australia.md,/resources/guides/business-ideas-in-australia,Private Lending (Commercial),abn loans australia,cross-pillar,/resources/guides/abn-loans-australia,2.345,10.0,70.0
2026-03-25_2--secured-business-finance.md,/resources/guides/secured-business-finance,Business Loans (Secured),Business Loans (Secured) guide,pillar,/pillars/business-loans-secured,999.0,,
2026-03-25_2--secured-business-finance.md,/resources/guides/secured-business-finance,Business Loans (Secured),private finance for business,same-pillar,/resources/guides/private-finance-for-business,5.02,12.0,170.0
2026-03-25_2--secured-business-finance.md,/resources/guides/secured-business-finance,Business Loans (Secured),business fuel finance,same-pillar,/resources/guides/business-fuel-finance,4.865,14.0,40.0
2026-03-25_2--secured-business-finance.md,/resources/guides/secured-business-finance,Business Loans (Secured),business secured loans,same-pillar,/resources/guides/business-secured-loans,4.777,17.0,90.0
2026-03-25_2--secured-business-finance.md,/resources/guides/secured-business-finance,Business Loans (Secured),property development loans,cross-pillar,/resources/guides/property-development-loans,1.798,7.0,260.0
2026-03-26_1--tax-free-threshold-stsl.md,/resources/guides/tax-free-threshold-stsl,Commercial Finance (General),Commercial Finance (General) guide,pillar,/pillars/commercial-finance-general,999.0,,
2026-03-26_1--tax-free-threshold-stsl.md,/resources/guides/tax-free-threshold-stsl,Commercial Finance (General),tax debt loans,same-pillar,/resources/guides/tax-debt-loans,4.868,6.0,110.0
2026-03-26_1--tax-free-threshold-stsl.md,/resources/guides/tax-free-threshold-stsl,Commercial Finance (General),tax debt loan,same-pillar,/resources/guides/tax-debt-loan,4.823,4.0,40.0
2026-03-26_1--tax-free-threshold-stsl.md,/resources/guides/tax-free-threshold-stsl,Commercial Finance (General),loan to pay tax,same-pillar,/resources/guides/loan-to-pay-tax,4.778,10.0,70.0
2026-03-26_1--tax-free-threshold-stsl.md,/resources/guides/tax-free-threshold-stsl,Commercial Finance (General),business growth finance,cross-pillar,/resources/guides/business-growth-finance,2.402,15.0,90.0
2026-03-26_1--tax-free-threshold-stsl.md,/resources/guides/tax-free-threshold-stsl,Commercial Finance (General),Commercial Finance (General) guide,pillar,/pillars/commercial-finance-general,999.0,,
2026-03-26_1--tax-free-threshold-stsl.md,/resources/guides/tax-free-threshold-stsl,Commercial Finance (General),tax debt loans,same-pillar,/resources/guides/tax-debt-loans,4.868,6.0,110.0
2026-03-26_1--tax-free-threshold-stsl.md,/resources/guides/tax-free-threshold-stsl,Commercial Finance (General),tax debt loan,same-pillar,/resources/guides/tax-debt-loan,4.823,4.0,40.0
2026-03-26_1--tax-free-threshold-stsl.md,/resources/guides/tax-free-threshold-stsl,Commercial Finance (General),loan to pay tax,same-pillar,/resources/guides/loan-to-pay-tax,4.778,10.0,70.0
2026-03-26_1--tax-free-threshold-stsl.md,/resources/guides/tax-free-threshold-stsl,Commercial Finance (General),business growth finance,cross-pillar,/resources/guides/business-growth-finance,2.402,15.0,90.0
2026-03-26_2--unsecured-new-business-loans.md,/resources/guides/unsecured-new-business-loans,Business Loans (Secured),Business Loans (Secured) guide,pillar,/pillars/business-loans-secured,999.0,,
2026-03-26_2--unsecured-new-business-loans.md,/resources/guides/unsecured-new-business-loans,Business Loans (Secured),unsecured business loans adelaide,same-pillar,/resources/guides/unsecured-business-loans-adelaide,5.58,9.0,50.0
2026-03-26_2--unsecured-new-business-loans.md,/resources/guides/unsecured-new-business-loans,Business Loans (Secured),unsecured business loans melbourne,same-pillar,/resources/guides/unsecured-business-loans-melbourne,5.563,20.0,170.0
2026-03-26_2--unsecured-new-business-loans.md,/resources/guides/unsecured-new-business-loans,Business Loans (Secured),unsecured business loans in australia,same-pillar,/resources/guides/unsecured-business-loans-in-australia,5.5,17.0,70.0
2026-03-26_2--unsecured-new-business-loans.md,/resources/guides/unsecured-new-business-loans,Business Loans (Secured),urgent caveat loans,cross-pillar,/resources/guides/urgent-caveat-loans,2.24,0.0,140.0
2026-03-27_1--finance-and-commercial-manager.md,/resources/guides/finance-and-commercial-manager,Commercial Finance (General),Commercial Finance (General) guide,pillar,/pillars/commercial-finance-general,999.0,,
2026-03-27_1--finance-and-commercial-manager.md,/resources/guides/finance-and-commercial-manager,Commercial Finance (General),finance one commercial,same-pillar,/resources/guides/finance-one-commercial,5.265,14.0,140.0
2026-03-27_1--finance-and-commercial-manager.md,/resources/guides/finance-and-commercial-manager,Commercial Finance (General),commercial finance awards,same-pillar,/resources/guides/commercial-finance-awards,5.24,8.0,40.0
2026-03-27_1--finance-and-commercial-manager.md,/resources/guides/finance-and-commercial-manager,Commercial Finance (General),commercial finance calculator,same-pillar,/resources/tools/commercial-finance-calculator,5.157,17.0,70.0
2026-03-27_1--finance-and-commercial-manager.md,/resources/guides/finance-and-commercial-manager,Commercial Finance (General),business growth finance,cross-pillar,/resources/guides/business-growth-finance,2.902,15.0,90.0
2026-03-27_2--business-growth-finance.md,/resources/guides/business-growth-finance,Business Growth & Expansion,Business Growth & Expansion guide,pillar,/pillars/business-growth-expansion,999.0,,
2026-03-27_2--business-growth-finance.md,/resources/guides/business-growth-finance,Business Growth & Expansion,alternative business lenders,cross-pillar,/resources/guides/alternative-business-lenders,3.079,14.0,40.0
2026-03-28_1--lease-a-car-for-business.md,/resources/guides/lease-a-car-for-business,Asset & Equipment Finance,Asset & Equipment Finance guide,pillar,/pillars/asset-equipment-finance,999.0,,
2026-03-28_1--lease-a-car-for-business.md,/resources/guides/lease-a-car-for-business,Asset & Equipment Finance,car lease for business,same-pillar,/resources/guides/car-lease-for-business,6.46,12.0,110.0
2026-03-28_1--lease-a-car-for-business.md,/resources/guides/lease-a-car-for-business,Asset & Equipment Finance,car business lease,same-pillar,/resources/guides/car-business-lease,6.377,17.0,90.0
2026-03-28_1--lease-a-car-for-business.md,/resources/guides/lease-a-car-for-business,Asset & Equipment Finance,lease business car,same-pillar,/resources/guides/lease-business-car,6.357,17.0,70.0
2026-03-28_1--lease-a-car-for-business.md,/resources/guides/lease-a-car-for-business,Asset & Equipment Finance,business growth finance,cross-pillar,/resources/guides/business-growth-finance,2.302,15.0,90.0
2026-03-28_2--guaranteed-business-loan-approval-bad-credit.md,/resources/guides/guaranteed-business-loan-approval-bad-credit,Business Loans (Secured),Business Loans (Secured) guide,pillar,/pillars/business-loans-secured,999.0,,
2026-03-28_2--guaranteed-business-loan-approval-bad-credit.md,/resources/guides/guaranteed-business-loan-approval-bad-credit,Business Loans (Secured),bad credit business loans guaranteed approval,same-pillar,/resources/guides/bad-credit-business-loans-guaranteed-approval,5.149,7.0,70.0
2026-03-28_2--guaranteed-business-loan-approval-bad-credit.md,/resources/guides/guaranteed-business-loan-approval-bad-credit,Business Loans (Secured),business loan bad credit,same-pillar,/resources/guides/business-loan-bad-credit,4.723,12.0,40.0
2026-03-28_2--guaranteed-business-loan-approval-bad-credit.md,/resources/guides/guaranteed-business-loan-approval-bad-credit,Business Loans (Secured),bad credit business loan,same-pillar,/resources/guides/bad-credit-business-loan,4.691,17.0,70.0
2026-03-28_2--guaranteed-business-loan-approval-bad-credit.md,/resources/guides/guaranteed-business-loan-approval-bad-credit,Business Loans (Secured),urgent caveat loan,cross-pillar,/resources/guides/urgent-caveat-loan,1.25,1.0,70.0
2026-03-29_1--equipment-finance-calculator-with-balloon.md,/resources/tools/equipment-finance-calculator-with-balloon,Asset & Equipment Finance,Asset & Equipment Finance guide,pillar,/pillars/asset-equipment-finance,999.0,,
2026-03-29_1--equipment-finance-calculator-with-balloon.md,/resources/tools/equipment-finance-calculator-with-balloon,Asset & Equipment Finance,finance calculator with balloon,same-pillar,/resources/tools/finance-calculator-with-balloon,6.375,14.0,50.0
2026-03-29_1--equipment-finance-calculator-with-balloon.md,/resources/tools/equipment-finance-calculator-with-balloon,Asset & Equipment Finance,loan with balloon calculator,same-pillar,/resources/tools/loan-with-balloon-calculator,6.022,17.0,110.0
2026-03-29_1--equipment-finance-calculator-with-balloon.md,/resources/tools/equipment-finance-calculator-with-balloon,Asset & Equipment Finance,farm finance calculator,same-pillar,/resources/tools/farm-finance-calculator,5.835,2.0,110.0
2026-03-29_1--equipment-finance-calculator-with-balloon.md,/resources/tools/equipment-finance-calculator-with-balloon,Asset & Equipment Finance,commercial finance calculator,cross-pillar,/resources/tools/commercial-finance-calculator,2.482,17.0,70.0
2026-03-29_2--small-business-grants-nsw-2024.md,/resources/guides/small-business-grants-nsw-2024,Private Lending (Commercial),Private Lending (Commercial) guide,pillar,/pillars/private-lending-commercial,999.0,,
2026-03-29_2--small-business-grants-nsw-2024.md,/resources/guides/small-business-grants-nsw-2024,Private Lending (Commercial),grants small business nsw,same-pillar,/resources/guides/grants-small-business-nsw,5.992,18.0,50.0
2026-03-29_2--small-business-grants-nsw-2024.md,/resources/guides/small-business-grants-nsw-2024,Private Lending (Commercial),small business grants nsw $3000,same-pillar,/resources/guides/small-business-grants-nsw-3000,5.775,14.0,50.0
2026-03-29_2--small-business-grants-nsw-2024.md,/resources/guides/small-business-grants-nsw-2024,Private Lending (Commercial),western australia small business grants,same-pillar,/resources/guides/western-australia-small-business-grants,5.592,11.0,320.0
2026-03-29_2--small-business-grants-nsw-2024.md,/resources/guides/small-business-grants-nsw-2024,Private Lending (Commercial),brisbane business loans,cross-pillar,/resources/guides/brisbane-business-loans,2.015,6.0,90.0
2026-03-30_1--line-of-credit-equity.md,/resources/guides/line-of-credit-equity,Working Capital & Overdrafts,Working Capital & Overdrafts guide,pillar,/pillars/working-capital-overdrafts,999.0,,
2026-03-30_1--line-of-credit-equity.md,/resources/guides/line-of-credit-equity,Working Capital & Overdrafts,equity credit line,same-pillar,/resources/guides/equity-credit-line,5.39,16.0,90.0
2026-03-30_1--line-of-credit-equity.md,/resources/guides/line-of-credit-equity,Working Capital & Overdrafts,viridian line of credit,same-pillar,/resources/guides/viridian-line-of-credit,4.96,12.0,210.0
2026-03-30_1--line-of-credit-equity.md,/resources/guides/line-of-credit-equity,Working Capital & Overdrafts,line of credit lenders,same-pillar,/resources/guides/line-of-credit-lenders,4.853,11.0,90.0
2026-03-30_1--line-of-credit-equity.md,/resources/guides/line-of-credit-equity,Working Capital & Overdrafts,line of credit business loans,cross-pillar,/resources/guides/line-of-credit-business-loans,1.157,13.0,70.0
2026-03-30_2--invoice-financing-for-small-business.md,/resources/guides/invoice-financing-for-small-business,Invoice & Receivables Finance,Invoice & Receivables Finance guide,pillar,/pillars/invoice-receivables-finance,999.0,,
2026-03-30_2--invoice-financing-for-small-business.md,/resources/guides/invoice-financing-for-small-business,Invoice & Receivables Finance,invoice finance for small business,same-pillar,/resources/guides/invoice-finance-for-small-business,5.002,17.0,90.0
2026-03-30_2--invoice-financing-for-small-business.md,/resources/guides/invoice-financing-for-small-business,Invoice & Receivables Finance,invoice financing australia,same-pillar,/resources/guides/invoice-financing-australia,4.397,17.0,110.0
2026-03-30_2--invoice-financing-for-small-business.md,/resources/guides/invoice-financing-for-small-business,Invoice & Receivables Finance,fast invoice finance,same-pillar,/resources/guides/fast-invoice-finance,4.132,6.0,40.0
2026-03-30_2--invoice-financing-for-small-business.md,/resources/guides/invoice-financing-for-small-business,Invoice & Receivables Finance,private finance for business,cross-pillar,/resources/guides/private-finance-for-business,1.338,12.0,170.0
2026-03-31_1--lease-vehicle-for-business.md,/resources/guides/lease-vehicle-for-business,Asset & Equipment Finance,Asset & Equipment Finance guide,pillar,/pillars/asset-equipment-finance,999.0,,
2026-03-31_1--lease-vehicle-for-business.md,/resources/guides/lease-vehicle-for-business,Asset & Equipment Finance,business vehicle lease,same-pillar,/resources/guides/business-vehicle-lease,6.515,10.0,140.0
2026-03-31_1--lease-vehicle-for-business.md,/resources/guides/lease-vehicle-for-business,Asset & Equipment Finance,vehicle lease for business,same-pillar,/resources/guides/vehicle-lease-for-business,6.4,12.0,50.0
2026-03-31_1--lease-vehicle-for-business.md,/resources/guides/lease-vehicle-for-business,Asset & Equipment Finance,lease business vehicle,same-pillar,/resources/guides/lease-business-vehicle,6.362,15.0,50.0
2026-03-31_1--lease-vehicle-for-business.md,/resources/guides/lease-vehicle-for-business,Asset & Equipment Finance,business growth finance,cross-pillar,/resources/guides/business-growth-finance,2.302,15.0,90.0
2026-03-31_2--business-loans-short-term.md,/resources/guides/business-loans-short-term,Business Loans (Secured),Business Loans (Secured) guide,pillar,/pillars/business-loans-secured,999.0,,
2026-03-31_2--business-loans-short-term.md,/resources/guides/business-loans-short-term,Business Loans (Secured),short term business loan services,same-pillar,/resources/guides/short-term-business-loan-services,4.652,11.0,40.0
2026-03-31_2--business-loans-short-term.md,/resources/guides/business-loans-short-term,Business Loans (Secured),business secured loans,same-pillar,/resources/guides/business-secured-loans,4.377,17.0,90.0
